,Origin,Destination,Distance
2903,"('Ban Na', 'Nakhon Nayok')","('Ongkharak', 'Nakhon Nayok')",23.6 km
2904,"('Ban Na', 'Nakhon Nayok')","('Nong Suea', 'Pathum Thani')",44.5 km
2905,"('Ban Na', 'Nakhon Nayok')","('Kaeng Khoi', 'Saraburi')",44.7 km
2906,"('Ban Na', 'Nakhon Nayok')","('Nong Khae', 'Saraburi')",33.4 km
2907,"('Ban Na', 'Nakhon Nayok')","('Wihan Daeng', 'Saraburi')",12.0 km
2908,"('Ban Na', 'Nakhon Nayok')","('Mueang Nakhon Nayok', 'Nakhon Nayok')",20.1 km
2909,"('Ongkharak', 'Nakhon Nayok')","('Ban Na', 'Nakhon Nayok')",22.9 km
2910,"('Ongkharak', 'Nakhon Nayok')","('Nong Chok', 'Bangkok')",39.5 km
2911,"('Ongkharak', 'Nakhon Nayok')","('Nong Suea', 'Pathum Thani')",27.6 km
2912,"('Ongkharak', 'Nakhon Nayok')","('Thanyaburi', 'Pathum Thani')",34.5 km
2913,"('Ongkharak', 'Nakhon Nayok')","('Lam Luk Ka', 'Pathum Thani')",40.9 km
2914,"('Ongkharak', 'Nakhon Nayok')","('Wihan Daeng', 'Saraburi')",34.5 km
2915,"('Ongkharak', 'Nakhon Nayok')","('Mueang Nakhon Nayok', 'Nakhon Nayok')",32.6 km
2916,"('Ongkharak', 'Nakhon Nayok')","('Pak Phli', 'Nakhon Nayok')",40.1 km
2917,"('Ongkharak', 'Nakhon Nayok')","('Bang Nam Priao', 'Chachoengsao')",34.6 km
2918,"('Ongkharak', 'Nakhon Nayok')","('Ban Sang', 'Prachin Buri')",38.7 km
2919,"('Mueang Nakhon Nayok', 'Nakhon Nayok')","('Ban Na', 'Nakhon Nayok')",19.1 km
2920,"('Mueang Nakhon Nayok', 'Nakhon Nayok')","('Ongkharak', 'Nakhon Nayok')",32.8 km
2921,"('Mueang Nakhon Nayok', 'Nakhon Nayok')","('Kaeng Khoi', 'Saraburi')",62.0 km
2922,"('Mueang Nakhon Nayok', 'Nakhon Nayok')","('Muak Lek', 'Saraburi')",85.3 km
2923,"('Mueang Nakhon Nayok', 'Nakhon Nayok')","('Pak Phli', 'Nakhon Nayok')",8.3 km
2924,"('Mueang Nakhon Nayok', 'Nakhon Nayok')","('Ban Sang', 'Prachin Buri')",28.0 km
2925,"('Mueang Nakhon Nayok', 'Nakhon Nayok')","('Prachantakham', 'Prachin Buri')",40.6 km
2926,"('Mueang Nakhon Nayok', 'Nakhon Nayok')","('Mueang Prachin Buri', 'Prachin Buri')",26.1 km
2927,"('Mueang Nakhon Nayok', 'Nakhon Nayok')","('Pak Chong', 'Nakhon Ratchasima')",111 km
2928,"('Pak Phli', 'Nakhon Nayok')","('Ongkharak', 'Nakhon Nayok')",41.2 km
2929,"('Pak Phli', 'Nakhon Nayok')","('Mueang Nakhon Nayok', 'Nakhon Nayok')",8.7 km
2930,"('Pak Phli', 'Nakhon Nayok')","('Ban Sang', 'Prachin Buri')",26.4 km
2931,"('Pak Phli', 'Nakhon Nayok')","('Prachantakham', 'Prachin Buri')",32.5 km
2932,"('Pak Phli', 'Nakhon Nayok')","('Mueang Prachin Buri', 'Prachin Buri')",18.0 km
2933,"('Pak Phli', 'Nakhon Nayok')","('Pak Chong', 'Nakhon Ratchasima')",119 km
2934,"('Mueang Yasothon', 'Yasothon')","('Phanom Phrai', 'Roi Et')",15.6 km
2935,"('Mueang Yasothon', 'Yasothon')","('Selaphum', 'Roi Et')",37.1 km
2936,"('Mueang Yasothon', 'Yasothon')","('Sai Mun', 'Yasothon')",19.5 km
2937,"('Mueang Yasothon', 'Yasothon')","('Kut Chum', 'Yasothon')",38.4 km
2938,"('Mueang Yasothon', 'Yasothon')","('Kham Khuean Kaeo', 'Yasothon')",24.6 km
2939,"('Mueang Yasothon', 'Yasothon')","('Pa Tio', 'Yasothon')",29.4 km
2940,"('Sai Mun', 'Yasothon')","('Selaphum', 'Roi Et')",52.4 km
2941,"('Sai Mun', 'Yasothon')","('Mueang Yasothon', 'Yasothon')",18.6 km
2942,"('Sai Mun', 'Yasothon')","('Kut Chum', 'Yasothon')",21.0 km
2943,"('Sai Mun', 'Yasothon')","('Pa Tio', 'Yasothon')",28.1 km
2944,"('Kut Chum', 'Yasothon')","('Phon Thong', 'Roi Et')",66.8 km
2945,"('Kut Chum', 'Yasothon')","('Nong Phok', 'Roi Et')",46.7 km
2946,"('Kut Chum', 'Yasothon')","('Selaphum', 'Roi Et')",72.1 km
2947,"('Kut Chum', 'Yasothon')","('Mueang Yasothon', 'Yasothon')",38.4 km
2948,"('Kut Chum', 'Yasothon')","('Sai Mun', 'Yasothon')",20.4 km
2949,"('Kut Chum', 'Yasothon')","('Pa Tio', 'Yasothon')",25.6 km
2950,"('Kut Chum', 'Yasothon')","('Loeng Nok Tha', 'Yasothon')",33.3 km
2951,"('Kut Chum', 'Yasothon')","('Thai Charoen', 'Yasothon')",16.1 km
2952,"('Kham Khuean Kaeo', 'Yasothon')","('Khueang Nai', 'Ubon Ratchathani')",40.3 km
2953,"('Kham Khuean Kaeo', 'Yasothon')","('Phanom Phrai', 'Roi Et')",42.2 km
2954,"('Kham Khuean Kaeo', 'Yasothon')","('Mueang Yasothon', 'Yasothon')",24.7 km
2955,"('Kham Khuean Kaeo', 'Yasothon')","('Pa Tio', 'Yasothon')",27.5 km
2956,"('Kham Khuean Kaeo', 'Yasothon')","('Maha Chana Chai', 'Yasothon')",19.8 km
2957,"('Kham Khuean Kaeo', 'Yasothon')","('Mueang Amnat Charoen', 'Amnat Charoen')",55.6 km
2958,"('Kham Khuean Kaeo', 'Yasothon')","('Hua Taphan', 'Amnat Charoen')",30.4 km
2959,"('Pa Tio', 'Yasothon')","('Mueang Yasothon', 'Yasothon')",33.7 km
2960,"('Pa Tio', 'Yasothon')","('Sai Mun', 'Yasothon')",30.0 km
2961,"('Pa Tio', 'Yasothon')","('Kut Chum', 'Yasothon')",25.7 km
2962,"('Pa Tio', 'Yasothon')","('Kham Khuean Kaeo', 'Yasothon')",25.6 km
2963,"('Pa Tio', 'Yasothon')","('Thai Charoen', 'Yasothon')",37.2 km
2964,"('Pa Tio', 'Yasothon')","('Mueang Amnat Charoen', 'Amnat Charoen')",28.5 km
2965,"('Pa Tio', 'Yasothon')","('Senangkhanikhom', 'Amnat Charoen')",49.8 km
2966,"('Pa Tio', 'Yasothon')","('Hua Taphan', 'Amnat Charoen')",27.4 km
2967,"('Maha Chana Chai', 'Yasothon')","('Sila Lat', 'Si Sa Ket')",24.0 km
2968,"('Maha Chana Chai', 'Yasothon')","('Khueang Nai', 'Ubon Ratchathani')",59.9 km
2969,"('Maha Chana Chai', 'Yasothon')","('Phanom Phrai', 'Roi Et')",23.3 km
2970,"('Maha Chana Chai', 'Yasothon')","('Rasi Salai', 'Si Sa Ket')",24.7 km
2971,"('Maha Chana Chai', 'Yasothon')","('Kham Khuean Kaeo', 'Yasothon')",19.6 km
2972,"('Maha Chana Chai', 'Yasothon')","('Kho Wang', 'Yasothon')",25.2 km
2973,"('Kho Wang', 'Yasothon')","('Khueang Nai', 'Ubon Ratchathani')",30.9 km
2974,"('Kho Wang', 'Yasothon')","('Yang Chum Noi', 'Si Sa Ket')",17.6 km
2975,"('Kho Wang', 'Yasothon')","('Rasi Salai', 'Si Sa Ket')",33.6 km
2976,"('Kho Wang', 'Yasothon')","('Maha Chana Chai', 'Yasothon')",31.2 km
2977,"('Loeng Nok Tha', 'Yasothon')","('Nong Phok', 'Roi Et')",44.9 km
2978,"('Loeng Nok Tha', 'Yasothon')","('Mueang Mukdahan', 'Mukdahan')",48.9 km
2979,"('Loeng Nok Tha', 'Yasothon')","('Nikhom Kham Soi', 'Mukdahan')",22.2 km
2980,"('Loeng Nok Tha', 'Yasothon')","('Don Tan', 'Mukdahan')",49.9 km
2981,"('Loeng Nok Tha', 'Yasothon')","('Kut Chum', 'Yasothon')",33.8 km
2982,"('Loeng Nok Tha', 'Yasothon')","('Thai Charoen', 'Yasothon')",23.8 km
2983,"('Loeng Nok Tha', 'Yasothon')","('Chanuman', 'Amnat Charoen')",55.9 km
2984,"('Loeng Nok Tha', 'Yasothon')","('Senangkhanikhom', 'Amnat Charoen')",24.4 km
2985,"('Loeng Nok Tha', 'Yasothon')","('Nong Sung', 'Mukdahan')",55.2 km
2986,"('Thai Charoen', 'Yasothon')","('Kut Chum', 'Yasothon')",16.7 km
2987,"('Thai Charoen', 'Yasothon')","('Pa Tio', 'Yasothon')",37.2 km
2988,"('Thai Charoen', 'Yasothon')","('Loeng Nok Tha', 'Yasothon')",23.9 km
2989,"('Thai Charoen', 'Yasothon')","('Mueang Amnat Charoen', 'Amnat Charoen')",40.2 km
2990,"('Thai Charoen', 'Yasothon')","('Senangkhanikhom', 'Amnat Charoen')",37.2 km
2991,"('Mueang Ubon Ratchathani', 'Ubon Ratchathani')","('Khueang Nai', 'Ubon Ratchathani')",39.8 km
2992,"('Mueang Ubon Ratchathani', 'Ubon Ratchathani')","('Muang Sam Sip', 'Ubon Ratchathani')",36.9 km
2993,"('Mueang Ubon Ratchathani', 'Ubon Ratchathani')","('Warin Chamrap', 'Ubon Ratchathani')",4.0 km
2994,"('Mueang Ubon Ratchathani', 'Ubon Ratchathani')","('Tan Sum', 'Ubon Ratchathani')",36.3 km
2995,"('Mueang Ubon Ratchathani', 'Ubon Ratchathani')","('Don Mot Daeng', 'Ubon Ratchathani')",35.6 km
2996,"('Mueang Ubon Ratchathani', 'Ubon Ratchathani')","('Sawang Wirawong', 'Ubon Ratchathani')",29.9 km
2997,"('Mueang Ubon Ratchathani', 'Ubon Ratchathani')","('Kanthararom', 'Si Sa Ket')",39.0 km
2998,"('Mueang Ubon Ratchathani', 'Ubon Ratchathani')","('Lao Suea Kok', 'Ubon Ratchathani')",27.3 km
2999,"('Si Mueang Mai', 'Ubon Ratchathani')","('Khong Chiam', 'Ubon Ratchathani')",33.8 km
3000,"('Si Mueang Mai', 'Ubon Ratchathani')","('Trakan Phuet Phon', 'Ubon Ratchathani')",34.2 km
3001,"('Si Mueang Mai', 'Ubon Ratchathani')","('Phibun Mangsahan', 'Ubon Ratchathani')",36.2 km
3002,"('Si Mueang Mai', 'Ubon Ratchathani')","('Tan Sum', 'Ubon Ratchathani')",27.1 km
3003,"('Si Mueang Mai', 'Ubon Ratchathani')","('Pho Sai', 'Ubon Ratchathani')",46.5 km
3004,"('Khong Chiam', 'Ubon Ratchathani')","('Si Mueang Mai', 'Ubon Ratchathani')",35.0 km
3005,"('Khong Chiam', 'Ubon Ratchathani')","('Phibun Mangsahan', 'Ubon Ratchathani')",35.0 km
3006,"('Khong Chiam', 'Ubon Ratchathani')","('Pho Sai', 'Ubon Ratchathani')",96.3 km
3007,"('Khong Chiam', 'Ubon Ratchathani')","('Sirindhorn', 'Ubon Ratchathani')",23.4 km
3008,"('Khueang Nai', 'Ubon Ratchathani')","('Mueang Ubon Ratchathani', 'Ubon Ratchathani')",39.9 km
3009,"('Khueang Nai', 'Ubon Ratchathani')","('Muang Sam Sip', 'Ubon Ratchathani')",27.1 km
3010,"('Khueang Nai', 'Ubon Ratchathani')","('Warin Chamrap', 'Ubon Ratchathani')",43.4 km
3011,"('Khueang Nai', 'Ubon Ratchathani')","('Yang Chum Noi', 'Si Sa Ket')",25.1 km
3012,"('Khueang Nai', 'Ubon Ratchathani')","('Kanthararom', 'Si Sa Ket')",36.5 km
3013,"('Khueang Nai', 'Ubon Ratchathani')","('Kham Khuean Kaeo', 'Yasothon')",40.3 km
3014,"('Khueang Nai', 'Ubon Ratchathani')","('Maha Chana Chai', 'Yasothon')",60.0 km
3015,"('Khueang Nai', 'Ubon Ratchathani')","('Kho Wang', 'Yasothon')",31.0 km
3016,"('Khueang Nai', 'Ubon Ratchathani')","('Hua Taphan', 'Amnat Charoen')",53.0 km
3017,"('Khemarat', 'Ubon Ratchathani')","('Trakan Phuet Phon', 'Ubon Ratchathani')",56.9 km
3018,"('Khemarat', 'Ubon Ratchathani')","('Kut Khaopun', 'Ubon Ratchathani')",44.7 km
3019,"('Khemarat', 'Ubon Ratchathani')","('Pho Sai', 'Ubon Ratchathani')",30.8 km
3020,"('Khemarat', 'Ubon Ratchathani')","('Na Tan', 'Ubon Ratchathani')",22.9 km
3021,"('Khemarat', 'Ubon Ratchathani')","('Chanuman', 'Amnat Charoen')",36.9 km
3022,"('Khemarat', 'Ubon Ratchathani')","('Pathum Ratchawongsa', 'Amnat Charoen')",39.4 km
3023,"('Det Udom', 'Ubon Ratchathani')","('Benchalak', 'Si Sa Ket')",56.1 km
3024,"('Det Udom', 'Ubon Ratchathani')","('Na Chaluai', 'Ubon Ratchathani')",51.7 km
3025,"('Det Udom', 'Ubon Ratchathani')","('Nam Yuen', 'Ubon Ratchathani')",54.7 km
3026,"('Det Udom', 'Ubon Ratchathani')","('Boontharik', 'Ubon Ratchathani')",43.8 km
3027,"('Det Udom', 'Ubon Ratchathani')","('Warin Chamrap', 'Ubon Ratchathani')",43.0 km
3028,"('Det Udom', 'Ubon Ratchathani')","('Phibun Mangsahan', 'Ubon Ratchathani')",56.7 km
3029,"('Det Udom', 'Ubon Ratchathani')","('Samrong', 'Ubon Ratchathani')",46.0 km
3030,"('Det Udom', 'Ubon Ratchathani')","('Thung Si Udom', 'Ubon Ratchathani')",31.3 km
3031,"('Det Udom', 'Ubon Ratchathani')","('Na Yia', 'Ubon Ratchathani')",23.3 km
3032,"('Det Udom', 'Ubon Ratchathani')","('Nam Khun', 'Ubon Ratchathani')",50.6 km
3033,"('Det Udom', 'Ubon Ratchathani')","('Kantharalak', 'Si Sa Ket')",60.7 km
3034,"('Det Udom', 'Ubon Ratchathani')","('Non Khun', 'Si Sa Ket')",75.4 km
3035,"('Na Chaluai', 'Ubon Ratchathani')","('Det Udom', 'Ubon Ratchathani')",51.6 km
3036,"('Na Chaluai', 'Ubon Ratchathani')","('Nam Yuen', 'Ubon Ratchathani')",39.2 km
3037,"('Na Chaluai', 'Ubon Ratchathani')","('Boontharik', 'Ubon Ratchathani')",34.9 km
3038,"('Nam Yuen', 'Ubon Ratchathani')","('Det Udom', 'Ubon Ratchathani')",54.3 km
3039,"('Nam Yuen', 'Ubon Ratchathani')","('Na Chaluai', 'Ubon Ratchathani')",38.8 km
3040,"('Nam Yuen', 'Ubon Ratchathani')","('Thung Si Udom', 'Ubon Ratchathani')",38.6 km
3041,"('Nam Yuen', 'Ubon Ratchathani')","('Nam Khun', 'Ubon Ratchathani')",19.9 km
3042,"('Nam Yuen', 'Ubon Ratchathani')","('Kantharalak', 'Si Sa Ket')",58.5 km
3043,"('Boontharik', 'Ubon Ratchathani')","('Det Udom', 'Ubon Ratchathani')",43.7 km
3044,"('Boontharik', 'Ubon Ratchathani')","('Na Chaluai', 'Ubon Ratchathani')",34.9 km
3045,"('Boontharik', 'Ubon Ratchathani')","('Phibun Mangsahan', 'Ubon Ratchathani')",65.4 km
3046,"('Boontharik', 'Ubon Ratchathani')","('Sirindhorn', 'Ubon Ratchathani')",68.3 km
3047,"('Trakan Phuet Phon', 'Ubon Ratchathani')","('Si Mueang Mai', 'Ubon Ratchathani')",34.3 km
3048,"('Trakan Phuet Phon', 'Ubon Ratchathani')","('Khemarat', 'Ubon Ratchathani')",56.7 km
3049,"('Trakan Phuet Phon', 'Ubon Ratchathani')","('Kut Khaopun', 'Ubon Ratchathani')",24.6 km
3050,"('Trakan Phuet Phon', 'Ubon Ratchathani')","('Muang Sam Sip', 'Ubon Ratchathani')",45.2 km
3051,"('Trakan Phuet Phon', 'Ubon Ratchathani')","('Tan Sum', 'Ubon Ratchathani')",49.4 km
3052,"('Trakan Phuet Phon', 'Ubon Ratchathani')","('Pho Sai', 'Ubon Ratchathani')",47.5 km
3053,"('Trakan Phuet Phon', 'Ubon Ratchathani')","('Don Mot Daeng', 'Ubon Ratchathani')",41.0 km
3054,"('Trakan Phuet Phon', 'Ubon Ratchathani')","('Lao Suea Kok', 'Ubon Ratchathani')",29.0 km
3055,"('Trakan Phuet Phon', 'Ubon Ratchathani')","('Pathum Ratchawongsa', 'Amnat Charoen')",43.0 km
3056,"('Trakan Phuet Phon', 'Ubon Ratchathani')","('Phana', 'Amnat Charoen')",21.6 km
3057,"('Kut Khaopun', 'Ubon Ratchathani')","('Khemarat', 'Ubon Ratchathani')",44.7 km
3058,"('Kut Khaopun', 'Ubon Ratchathani')","('Trakan Phuet Phon', 'Ubon Ratchathani')",24.6 km
3059,"('Kut Khaopun', 'Ubon Ratchathani')","('Pho Sai', 'Ubon Ratchathani')",38.9 km
3060,"('Kut Khaopun', 'Ubon Ratchathani')","('Na Tan', 'Ubon Ratchathani')",46.0 km
3061,"('Kut Khaopun', 'Ubon Ratchathani')","('Pathum Ratchawongsa', 'Amnat Charoen')",16.8 km
3062,"('Kut Khaopun', 'Ubon Ratchathani')","('Phana', 'Amnat Charoen')",29.9 km
3063,"('Muang Sam Sip', 'Ubon Ratchathani')","('Mueang Ubon Ratchathani', 'Ubon Ratchathani')",35.3 km
3064,"('Muang Sam Sip', 'Ubon Ratchathani')","('Khueang Nai', 'Ubon Ratchathani')",27.3 km
3065,"('Muang Sam Sip', 'Ubon Ratchathani')","('Trakan Phuet Phon', 'Ubon Ratchathani')",45.2 km
3066,"('Muang Sam Sip', 'Ubon Ratchathani')","('Lao Suea Kok', 'Ubon Ratchathani')",31.3 km
3067,"('Muang Sam Sip', 'Ubon Ratchathani')","('Phana', 'Amnat Charoen')",28.2 km
3068,"('Muang Sam Sip', 'Ubon Ratchathani')","('Hua Taphan', 'Amnat Charoen')",37.8 km
3069,"('Muang Sam Sip', 'Ubon Ratchathani')","('Lue Amnat', 'Amnat Charoen')",23.6 km
3070,"('Warin Chamrap', 'Ubon Ratchathani')","('Mueang Ubon Ratchathani', 'Ubon Ratchathani')",4.5 km
3071,"('Warin Chamrap', 'Ubon Ratchathani')","('Khueang Nai', 'Ubon Ratchathani')",44.0 km
3072,"('Warin Chamrap', 'Ubon Ratchathani')","('Det Udom', 'Ubon Ratchathani')",42.9 km
3073,"('Warin Chamrap', 'Ubon Ratchathani')","('Samrong', 'Ubon Ratchathani')",25.4 km
3074,"('Warin Chamrap', 'Ubon Ratchathani')","('Na Yia', 'Ubon Ratchathani')",36.2 km
3075,"('Warin Chamrap', 'Ubon Ratchathani')","('Sawang Wirawong', 'Ubon Ratchathani')",26.3 km
3076,"('Warin Chamrap', 'Ubon Ratchathani')","('Kanthararom', 'Si Sa Ket')",36.1 km
3077,"('Phibun Mangsahan', 'Ubon Ratchathani')","('Si Mueang Mai', 'Ubon Ratchathani')",32.8 km
3078,"('Phibun Mangsahan', 'Ubon Ratchathani')","('Khong Chiam', 'Ubon Ratchathani')",35.0 km
3079,"('Phibun Mangsahan', 'Ubon Ratchathani')","('Det Udom', 'Ubon Ratchathani')",57.5 km
3080,"('Phibun Mangsahan', 'Ubon Ratchathani')","('Boontharik', 'Ubon Ratchathani')",65.5 km
3081,"('Phibun Mangsahan', 'Ubon Ratchathani')","('Tan Sum', 'Ubon Ratchathani')",15.5 km
3082,"('Phibun Mangsahan', 'Ubon Ratchathani')","('Don Mot Daeng', 'Ubon Ratchathani')",35.2 km
3083,"('Phibun Mangsahan', 'Ubon Ratchathani')","('Sirindhorn', 'Ubon Ratchathani')",27.2 km
3084,"('Phibun Mangsahan', 'Ubon Ratchathani')","('Na Yia', 'Ubon Ratchathani')",35.1 km
3085,"('Phibun Mangsahan', 'Ubon Ratchathani')","('Sawang Wirawong', 'Ubon Ratchathani')",17.1 km
3086,"('Tan Sum', 'Ubon Ratchathani')","('Mueang Ubon Ratchathani', 'Ubon Ratchathani')",36.3 km
3087,"('Tan Sum', 'Ubon Ratchathani')","('Si Mueang Mai', 'Ubon Ratchathani')",27.1 km
3088,"('Tan Sum', 'Ubon Ratchathani')","('Trakan Phuet Phon', 'Ubon Ratchathani')",49.3 km
3089,"('Tan Sum', 'Ubon Ratchathani')","('Phibun Mangsahan', 'Ubon Ratchathani')",15.5 km
3090,"('Tan Sum', 'Ubon Ratchathani')","('Don Mot Daeng', 'Ubon Ratchathani')",19.7 km
3091,"('Tan Sum', 'Ubon Ratchathani')","('Sawang Wirawong', 'Ubon Ratchathani')",31.7 km
3092,"('Pho Sai', 'Ubon Ratchathani')","('Si Mueang Mai', 'Ubon Ratchathani')",46.2 km
3093,"('Pho Sai', 'Ubon Ratchathani')","('Khong Chiam', 'Ubon Ratchathani')",96.3 km
3094,"('Pho Sai', 'Ubon Ratchathani')","('Khemarat', 'Ubon Ratchathani')",29.7 km
3095,"('Pho Sai', 'Ubon Ratchathani')","('Trakan Phuet Phon', 'Ubon Ratchathani')",45.3 km
3096,"('Pho Sai', 'Ubon Ratchathani')","('Kut Khaopun', 'Ubon Ratchathani')",39.1 km
3097,"('Pho Sai', 'Ubon Ratchathani')","('Na Tan', 'Ubon Ratchathani')",12.9 km
3098,"('Samrong', 'Ubon Ratchathani')","('Benchalak', 'Si Sa Ket')",30.9 km
3099,"('Samrong', 'Ubon Ratchathani')","('Det Udom', 'Ubon Ratchathani')",46.0 km
3100,"('Samrong', 'Ubon Ratchathani')","('Warin Chamrap', 'Ubon Ratchathani')",28.1 km
3101,"('Samrong', 'Ubon Ratchathani')","('Thung Si Udom', 'Ubon Ratchathani')",47.1 km
3102,"('Samrong', 'Ubon Ratchathani')","('Kanthararom', 'Si Sa Ket')",32.6 km
3103,"('Samrong', 'Ubon Ratchathani')","('Non Khun', 'Si Sa Ket')",23.3 km
3104,"('Don Mot Daeng', 'Ubon Ratchathani')","('Mueang Ubon Ratchathani', 'Ubon Ratchathani')",33.1 km
3105,"('Don Mot Daeng', 'Ubon Ratchathani')","('Trakan Phuet Phon', 'Ubon Ratchathani')",41.4 km
3106,"('Don Mot Daeng', 'Ubon Ratchathani')","('Phibun Mangsahan', 'Ubon Ratchathani')",35.9 km
3107,"('Don Mot Daeng', 'Ubon Ratchathani')","('Tan Sum', 'Ubon Ratchathani')",20.4 km
3108,"('Don Mot Daeng', 'Ubon Ratchathani')","('Sawang Wirawong', 'Ubon Ratchathani')",42.7 km
3109,"('Don Mot Daeng', 'Ubon Ratchathani')","('Lao Suea Kok', 'Ubon Ratchathani')",14.7 km
3110,"('Sirindhorn', 'Ubon Ratchathani')","('Khong Chiam', 'Ubon Ratchathani')",21.5 km
3111,"('Sirindhorn', 'Ubon Ratchathani')","('Boontharik', 'Ubon Ratchathani')",66.5 km
3112,"('Sirindhorn', 'Ubon Ratchathani')","('Phibun Mangsahan', 'Ubon Ratchathani')",29.0 km
3113,"('Thung Si Udom', 'Ubon Ratchathani')","('Benchalak', 'Si Sa Ket')",49.7 km
3114,"('Thung Si Udom', 'Ubon Ratchathani')","('Det Udom', 'Ubon Ratchathani')",32.2 km
3115,"('Thung Si Udom', 'Ubon Ratchathani')","('Nam Yuen', 'Ubon Ratchathani')",38.6 km
3116,"('Thung Si Udom', 'Ubon Ratchathani')","('Samrong', 'Ubon Ratchathani')",47.2 km
3117,"('Thung Si Udom', 'Ubon Ratchathani')","('Nam Khun', 'Ubon Ratchathani')",20.2 km
3118,"('Thung Si Udom', 'Ubon Ratchathani')","('Kantharalak', 'Si Sa Ket')",38.3 km
3119,"('Thung Si Udom', 'Ubon Ratchathani')","('Non Khun', 'Si Sa Ket')",69.0 km
3120,"('Na Yia', 'Ubon Ratchathani')","('Det Udom', 'Ubon Ratchathani')",23.3 km
3121,"('Na Yia', 'Ubon Ratchathani')","('Warin Chamrap', 'Ubon Ratchathani')",36.3 km
3122,"('Na Yia', 'Ubon Ratchathani')","('Phibun Mangsahan', 'Ubon Ratchathani')",34.2 km
3123,"('Na Yia', 'Ubon Ratchathani')","('Sawang Wirawong', 'Ubon Ratchathani')",30.3 km
3124,"('Sawang Wirawong', 'Ubon Ratchathani')","('Mueang Ubon Ratchathani', 'Ubon Ratchathani')",30.4 km
3125,"('Sawang Wirawong', 'Ubon Ratchathani')","('Warin Chamrap', 'Ubon Ratchathani')",26.6 km
3126,"('Sawang Wirawong', 'Ubon Ratchathani')","('Phibun Mangsahan', 'Ubon Ratchathani')",16.1 km
3127,"('Sawang Wirawong', 'Ubon Ratchathani')","('Tan Sum', 'Ubon Ratchathani')",31.5 km
3128,"('Sawang Wirawong', 'Ubon Ratchathani')","('Don Mot Daeng', 'Ubon Ratchathani')",43.1 km
3129,"('Sawang Wirawong', 'Ubon Ratchathani')","('Na Yia', 'Ubon Ratchathani')",34.5 km
3130,"('Nam Khun', 'Ubon Ratchathani')","('Det Udom', 'Ubon Ratchathani')",50.9 km
3131,"('Nam Khun', 'Ubon Ratchathani')","('Nam Yuen', 'Ubon Ratchathani')",20.6 km
3132,"('Nam Khun', 'Ubon Ratchathani')","('Thung Si Udom', 'Ubon Ratchathani')",19.3 km
3133,"('Nam Khun', 'Ubon Ratchathani')","('Kantharalak', 'Si Sa Ket')",44.5 km
3134,"('Na Tan', 'Ubon Ratchathani')","('Khemarat', 'Ubon Ratchathani')",22.7 km
3135,"('Na Tan', 'Ubon Ratchathani')","('Kut Khaopun', 'Ubon Ratchathani')",46.3 km
3136,"('Na Tan', 'Ubon Ratchathani')","('Pho Sai', 'Ubon Ratchathani')",12.9 km
3137,"('Lao Suea Kok', 'Ubon Ratchathani')","('Mueang Ubon Ratchathani', 'Ubon Ratchathani')",24.9 km
3138,"('Lao Suea Kok', 'Ubon Ratchathani')","('Trakan Phuet Phon', 'Ubon Ratchathani')",28.6 km
3139,"('Lao Suea Kok', 'Ubon Ratchathani')","('Muang Sam Sip', 'Ubon Ratchathani')",32.9 km
3140,"('Lao Suea Kok', 'Ubon Ratchathani')","('Don Mot Daeng', 'Ubon Ratchathani')",14.5 km
3141,"('Lao Suea Kok', 'Ubon Ratchathani')","('Phana', 'Amnat Charoen')",41.4 km
3142,"('Mueang Mukdahan', 'Mukdahan')","('That Phanom', 'Nakhon Phanom')",51.8 km
3143,"('Mueang Mukdahan', 'Mukdahan')","('Nikhom Kham Soi', 'Mukdahan')",27.1 km
3144,"('Mueang Mukdahan', 'Mukdahan')","('Don Tan', 'Mukdahan')",34.2 km
3145,"('Mueang Mukdahan', 'Mukdahan')","('Don Tan', 'Mukdahan')",54.8 km
3146,"('Mueang Mukdahan', 'Mukdahan')","('Khamcha-i', 'Mukdahan')",38.0 km
3147,"('Mueang Mukdahan', 'Mukdahan')","('Loeng Nok Tha', 'Yasothon')",48.7 km
3148,"('Mueang Mukdahan', 'Mukdahan')","('Wan Yai', 'Mukdahan')",26.9 km
3149,"('Mueang Mukdahan', 'Mukdahan')","('Nong Sung', 'Mukdahan')",52.0 km
3150,"('Nikhom Kham Soi', 'Mukdahan')","('Mueang Mukdahan', 'Mukdahan')",27.2 km
3151,"('Nikhom Kham Soi', 'Mukdahan')","('Don Tan', 'Mukdahan')",46.2 km
3152,"('Nikhom Kham Soi', 'Mukdahan')","('Khamcha-i', 'Mukdahan')",37.5 km
3153,"('Nikhom Kham Soi', 'Mukdahan')","('Loeng Nok Tha', 'Yasothon')",21.8 km
3154,"('Nikhom Kham Soi', 'Mukdahan')","('Nong Sung', 'Mukdahan')",36.3 km
3155,"('Don Tan', 'Mukdahan')","('Mueang Mukdahan', 'Mukdahan')",35.5 km
3156,"('Don Tan', 'Mukdahan')","('Nikhom Kham Soi', 'Mukdahan')",45.8 km
3157,"('Don Tan', 'Mukdahan')","('Loeng Nok Tha', 'Yasothon')",49.8 km
3158,"('Don Tan', 'Mukdahan')","('Chanuman', 'Amnat Charoen')",13.0 km
3159,"('Don Tan', 'Mukdahan')","('Khao Wong', 'Kalasin')",85.1 km
3160,"('Don Tan', 'Mukdahan')","('Na Khu', 'Kalasin')",93.0 km
