,original_tuple,destination_tuple,distance
271,"('สีดา', 'นครราชสีมา')","('บัวใหญ่', 'นครราชสีมา')",18.3 km
272,"('สีดา', 'นครราชสีมา')","('ประทาย', 'นครราชสีมา')",19.8 km
273,"('สีดา', 'นครราชสีมา')","('โนนแดง', 'นครราชสีมา')",21.8 km
274,"('สีดา', 'นครราชสีมา')","('บัวลาย', 'นครราชสีมา')",18.3 km
275,"('เฉลิมพระเกียรติ', 'นครราชสีมา')","('เมืองนครราชสีมา', 'นครราชสีมา')",20.9 km
276,"('เฉลิมพระเกียรติ', 'นครราชสีมา')","('จักราช', 'นครราชสีมา')",22.5 km
277,"('เฉลิมพระเกียรติ', 'นครราชสีมา')","('โชคชัย', 'นครราชสีมา')",36.6 km
278,"('เฉลิมพระเกียรติ', 'นครราชสีมา')","('โนนสูง', 'นครราชสีมา')",27.0 km
279,"('เฉลิมพระเกียรติ', 'นครราชสีมา')","('หนองบุญมาก', 'นครราชสีมา')",40.1 km
280,"('เมืองพะเยา', 'พะเยา')","('ดอกคำใต้', 'พะเยา')",18.0 km
281,"('เมืองพะเยา', 'พะเยา')","('แม่ใจ', 'พะเยา')",24.1 km
282,"('เมืองพะเยา', 'พะเยา')","('ภูกามยาว', 'พะเยา')",83.8 km
283,"('เมืองพะเยา', 'พะเยา')","('พาน', 'เชียงราย')",44.7 km
284,"('เมืองพะเยา', 'พะเยา')","('ป่าแดด', 'เชียงราย')",50.6 km
285,"('เมืองพะเยา', 'พะเยา')","('งาว', 'ลำปาง')",53.2 km
286,"('เมืองพะเยา', 'พะเยา')","('วังเหนือ', 'ลำปาง')",58.7 km
287,"('จุน', 'พะเยา')","('เชียงคำ', 'พะเยา')",29.9 km
288,"('จุน', 'พะเยา')","('ดอกคำใต้', 'พะเยา')",35.6 km
289,"('จุน', 'พะเยา')","('ปง', 'พะเยา')",30.7 km
290,"('จุน', 'พะเยา')","('เทิง', 'เชียงราย')",57.0 km
291,"('จุน', 'พะเยา')","('ป่าแดด', 'เชียงราย')",29.4 km
292,"('เชียงคำ', 'พะเยา')","('สองแคว', 'น่าน')",82.5 km
293,"('เชียงคำ', 'พะเยา')","('จุน', 'พะเยา')",29.9 km
294,"('เชียงคำ', 'พะเยา')","('ปง', 'พะเยา')",52.8 km
295,"('เชียงคำ', 'พะเยา')","('ภูซาง', 'พะเยา')",9.9 km
296,"('เชียงคำ', 'พะเยา')","('เทิง', 'เชียงราย')",27.3 km
297,"('เชียงม่วน', 'พะเยา')","('สอง', 'แพร่')",58.0 km
298,"('เชียงม่วน', 'พะเยา')","('เมืองน่าน', 'น่าน')",60.6 km
299,"('เชียงม่วน', 'พะเยา')","('บ้านหลวง', 'น่าน')",20.3 km
300,"('เชียงม่วน', 'พะเยา')","('ดอกคำใต้', 'พะเยา')",71.2 km
301,"('เชียงม่วน', 'พะเยา')","('ปง', 'พะเยา')",39.1 km
302,"('เชียงม่วน', 'พะเยา')","('งาว', 'ลำปาง')",101 km
303,"('ดอกคำใต้', 'พะเยา')","('สอง', 'แพร่')",104 km
304,"('ดอกคำใต้', 'พะเยา')","('เมืองพะเยา', 'พะเยา')",17.1 km
305,"('ดอกคำใต้', 'พะเยา')","('จุน', 'พะเยา')",35.6 km
306,"('ดอกคำใต้', 'พะเยา')","('เชียงม่วน', 'พะเยา')",70.3 km
307,"('ดอกคำใต้', 'พะเยา')","('ปง', 'พะเยา')",65.8 km
308,"('ดอกคำใต้', 'พะเยา')","('ภูกามยาว', 'พะเยา')",74.1 km
309,"('ดอกคำใต้', 'พะเยา')","('ป่าแดด', 'เชียงราย')",43.5 km
310,"('ดอกคำใต้', 'พะเยา')","('งาว', 'ลำปาง')",52.8 km
311,"('ปง', 'พะเยา')","('เมืองน่าน', 'น่าน')",99.2 km
312,"('ปง', 'พะเยา')","('ท่าวังผา', 'น่าน')",140 km
313,"('ปง', 'พะเยา')","('สองแคว', 'น่าน')",88.0 km
314,"('ปง', 'พะเยา')","('จุน', 'พะเยา')",30.7 km
315,"('ปง', 'พะเยา')","('เชียงคำ', 'พะเยา')",52.8 km
316,"('ปง', 'พะเยา')","('เชียงม่วน', 'พะเยา')",39.1 km
317,"('ปง', 'พะเยา')","('ดอกคำใต้', 'พะเยา')",65.7 km
318,"('แม่ใจ', 'พะเยา')","('เมืองพะเยา', 'พะเยา')",27.6 km
319,"('แม่ใจ', 'พะเยา')","('ภูกามยาว', 'พะเยา')",102 km
320,"('แม่ใจ', 'พะเยา')","('พาน', 'เชียงราย')",20.7 km
321,"('แม่ใจ', 'พะเยา')","('ป่าแดด', 'เชียงราย')",54.8 km
322,"('แม่ใจ', 'พะเยา')","('วังเหนือ', 'ลำปาง')",80.0 km
323,"('ภูซาง', 'พะเยา')","('เชียงคำ', 'พะเยา')",9.9 km
324,"('ภูซาง', 'พะเยา')","('เทิง', 'เชียงราย')",24.4 km
325,"('ภูกามยาว', 'พะเยา')","('เมืองพะเยา', 'พะเยา')",83.5 km
326,"('ภูกามยาว', 'พะเยา')","('ดอกคำใต้', 'พะเยา')",74.0 km
327,"('ภูกามยาว', 'พะเยา')","('แม่ใจ', 'พะเยา')",105 km
328,"('ภูกามยาว', 'พะเยา')","('พาน', 'เชียงราย')",85.1 km
329,"('ภูกามยาว', 'พะเยา')","('ป่าแดด', 'เชียงราย')",56.0 km
330,"('สำโรงทาบ', 'สุรินทร์')","('ศรีณรงค์', 'สุรินทร์')",46.3 km
331,"('สำโรงทาบ', 'สุรินทร์')","('โนนนารายณ์', 'สุรินทร์')",30.4 km
332,"('สำโรงทาบ', 'สุรินทร์')","('เมืองจันทร์', 'ศรีสะเกษ')",31.2 km
333,"('สำโรงทาบ', 'สุรินทร์')","('สนม', 'สุรินทร์')",38.0 km
334,"('สำโรงทาบ', 'สุรินทร์')","('ศีขรภูมิ', 'สุรินทร์')",20.2 km
335,"('สำโรงทาบ', 'สุรินทร์')","('ปรางค์กู่', 'ศรีสะเกษ')",29.8 km
336,"('สำโรงทาบ', 'สุรินทร์')","('ห้วยทับทัน', 'ศรีสะเกษ')",12.5 km
337,"('บัวเชด', 'สุรินทร์')","('ภูสิงห์', 'ศรีสะเกษ')",26.4 km
338,"('บัวเชด', 'สุรินทร์')","('สังขะ', 'สุรินทร์')",18.5 km
339,"('บัวเชด', 'สุรินทร์')","('ขุขันธ์', 'ศรีสะเกษ')",40.2 km
340,"('พนมดงรัก', 'สุรินทร์')","('บ้านกรวด', 'บุรีรัมย์')",25.5 km
341,"('พนมดงรัก', 'สุรินทร์')","('ประโคนชัย', 'บุรีรัมย์')",44.2 km
342,"('พนมดงรัก', 'สุรินทร์')","('ปราสาท', 'สุรินทร์')",33.9 km
343,"('พนมดงรัก', 'สุรินทร์')","('กาบเชิง', 'สุรินทร์')",48.8 km
344,"('ศรีณรงค์', 'สุรินทร์')","('สำโรงทาบ', 'สุรินทร์')",46.3 km
345,"('ศรีณรงค์', 'สุรินทร์')","('ศีขรภูมิ', 'สุรินทร์')",28.1 km
346,"('ศรีณรงค์', 'สุรินทร์')","('สังขะ', 'สุรินทร์')",17.6 km
347,"('ศรีณรงค์', 'สุรินทร์')","('ลำดวน', 'สุรินทร์')",32.5 km
348,"('ศรีณรงค์', 'สุรินทร์')","('ขุขันธ์', 'ศรีสะเกษ')",40.6 km
349,"('ศรีณรงค์', 'สุรินทร์')","('ปรางค์กู่', 'ศรีสะเกษ')",27.4 km
350,"('เขวาสินรินทร์', 'สุรินทร์')","('เมืองสุรินทร์', 'สุรินทร์')",21.1 km
351,"('เขวาสินรินทร์', 'สุรินทร์')","('จอมพระ', 'สุรินทร์')",20.5 km
352,"('เขวาสินรินทร์', 'สุรินทร์')","('ศีขรภูมิ', 'สุรินทร์')",23.9 km
